{
1: EpochData(learningRate=1.0, error={
'devtrain_loss_fer': 0.8955882854317957,
'train_loss_ce': 6.241268230728047,
'train_loss_ctc_4': 5.8311571734845495,
'train_loss_ctc_8': 5.8262236024463485,
'train_loss_fer': 0.8896625868342706,
}),
23: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 2.572285e-05,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 356,
':meta:global_train_step': 9528,
':meta:global_train_step_end': 10021,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-13-48-58 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 6.106606212162188,
'dev_loss_ctc_4': 5.341570077941149,
'dev_loss_ctc_8': 5.305116396494013,
'dev_loss_fer': 0.8775222045092234,
'devtrain_loss_ce': 6.156144631067066,
'devtrain_loss_ctc_4': 5.31919473530565,
'devtrain_loss_ctc_8': 5.278423927226234,
'devtrain_loss_fer': 0.8884456718148035,
'train_loss_ce': 6.2140294116137005,
'train_loss_ctc_4': 5.6754834588644485,
'train_loss_ctc_8': 5.64833750597628,
'train_loss_fer': 0.8868099194157458,
}),
24: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 2.65363e-05,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 357,
':meta:global_train_step': 10021,
':meta:global_train_step_end': 10514,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-13-55-43 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 6.064116432226429,
'dev_loss_ctc_4': 5.1865754533717165,
'dev_loss_ctc_8': 5.136096086692477,
'dev_loss_fer': 0.8685341228269946,
'devtrain_loss_ce': 6.138732352472506,
'devtrain_loss_ctc_4': 5.154277851325443,
'devtrain_loss_ctc_8': 5.098012695229263,
'devtrain_loss_fer': 0.8879683611196345,
'train_loss_ce': 6.199367074278346,
'train_loss_ctc_4': 5.542418645840518,
'train_loss_ctc_8': 5.4950240336943805,
'train_loss_fer': 0.8854981421975044,
}),
25: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 2.734975e-05,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 355,
':meta:global_train_step': 10514,
':meta:global_train_step_end': 11005,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-02-30 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 6.034760976820485,
'dev_loss_ctc_4': 5.0660697203204474,
'dev_loss_ctc_8': 4.982439144432504,
'dev_loss_fer': 0.8670614134973051,
'devtrain_loss_ce': 6.108514285893125,
'devtrain_loss_ctc_4': 5.02660745347153,
'devtrain_loss_ctc_8': 4.937851894280209,
'devtrain_loss_fer': 0.8839794074528655,
'train_loss_ce': 6.16947803898191,
'train_loss_ctc_4': 5.405177129061855,
'train_loss_ctc_8': 5.342917597820871,
'train_loss_fer': 0.8835456209159905,
}),
26: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 2.81599e-05,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 354,
':meta:global_train_step': 11005,
':meta:global_train_step_end': 11497,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-09-15 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 6.014796171026911,
'dev_loss_ctc_4': 4.919435584238357,
'dev_loss_ctc_8': 4.819966989029407,
'dev_loss_fer': 0.8648903059287938,
'devtrain_loss_ce': 6.077878108412654,
'devtrain_loss_ctc_4': 4.872455189195625,
'devtrain_loss_ctc_8': 4.763038400371247,
'devtrain_loss_fer': 0.8816269475981044,
'train_loss_ce': 6.136068187354015,
'train_loss_ctc_4': 5.270605482995191,
'train_loss_ctc_8': 5.186547153055379,
'train_loss_fer': 0.8805657950506695,
}),
27: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 2.89717e-05,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 356,
':meta:global_train_step': 11497,
':meta:global_train_step_end': 11988,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-16-03 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.9891773107753545,
'dev_loss_ctc_4': 4.7857695947084,
'dev_loss_ctc_8': 4.661421981900715,
'dev_loss_fer': 0.8661049115615274,
'devtrain_loss_ce': 6.037986420084552,
'devtrain_loss_ctc_4': 4.730457920947014,
'devtrain_loss_ctc_8': 4.597728195364706,
'devtrain_loss_fer': 0.8754900958030752,
'train_loss_ce': 6.124922319808479,
'train_loss_ctc_4': 5.154995699228894,
'train_loss_ctc_8': 5.049957865507837,
'train_loss_fer': 0.879526164631181,
}),
28: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 2.978185e-05,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 356,
':meta:global_train_step': 11988,
':meta:global_train_step_end': 12480,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-22-52 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.960729073258275,
'dev_loss_ctc_4': 4.656877122446244,
'dev_loss_ctc_8': 4.5156047763417595,
'dev_loss_fer': 0.8636149700144234,
'devtrain_loss_ce': 6.014211910549925,
'devtrain_loss_ctc_4': 4.596581714119393,
'devtrain_loss_ctc_8': 4.445989307487971,
'devtrain_loss_fer': 0.8731972997852102,
'train_loss_ce': 6.102144002191076,
'train_loss_ctc_4': 5.025051425808101,
'train_loss_ctc_8': 4.8996419748461735,
'train_loss_fer': 0.8774816636719786,
}),
29: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.059365e-05,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 355,
':meta:global_train_step': 12480,
':meta:global_train_step_end': 12972,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-29-37 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.94357313195077,
'dev_loss_ctc_4': 4.545054663184165,
'dev_loss_ctc_8': 4.3887268413907705,
'dev_loss_fer': 0.8627799286419191,
'devtrain_loss_ce': 5.991912137409012,
'devtrain_loss_ctc_4': 4.478256628762151,
'devtrain_loss_ctc_8': 4.312218342657806,
'devtrain_loss_fer': 0.8719784528314752,
'train_loss_ce': 6.078267460859736,
'train_loss_ctc_4': 4.913704340251308,
'train_loss_ctc_8': 4.7697261329005665,
'train_loss_fer': 0.8762117207946215,
}),
30: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.140545e-05,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 356,
':meta:global_train_step': 12972,
':meta:global_train_step_end': 13463,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-36-20 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.90069520307874,
'dev_loss_ctc_4': 4.412600610475736,
'dev_loss_ctc_8': 4.232975716338581,
'dev_loss_fer': 0.8595156760039475,
'devtrain_loss_ce': 5.953912534762842,
'devtrain_loss_ctc_4': 4.3401243211074405,
'devtrain_loss_ctc_8': 4.151365836989741,
'devtrain_loss_fer': 0.8680406395963315,
'train_loss_ce': 6.0485240145342605,
'train_loss_ctc_4': 4.788919188282143,
'train_loss_ctc_8': 4.629182758159948,
'train_loss_fer': 0.8735417329759226,
}),
31: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.2215600000000004e-05,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 355,
':meta:global_train_step': 13463,
':meta:global_train_step_end': 13954,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-43-13 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.878718840146512,
'dev_loss_ctc_4': 4.29815740455738,
'dev_loss_ctc_8': 4.1106141735225465,
'dev_loss_fer': 0.8522432247779549,
'devtrain_loss_ce': 5.9430553936607975,
'devtrain_loss_ctc_4': 4.217508238070962,
'devtrain_loss_ctc_8': 4.016888519918665,
'devtrain_loss_fer': 0.8691486822815451,
'train_loss_ce': 6.032236466111125,
'train_loss_ctc_4': 4.675745199688262,
'train_loss_ctc_8': 4.496304884573781,
'train_loss_fer': 0.8730747164482104,
}),
32: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.302575e-05,
':meta:epoch_num_train_steps': 495,
':meta:epoch_train_time_secs': 360,
':meta:global_train_step': 13954,
':meta:global_train_step_end': 14449,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-49-58 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.859152094957489,
'dev_loss_ctc_4': 4.180279512752173,
'dev_loss_ctc_8': 3.97947164877377,
'dev_loss_fer': 0.8542625066423746,
'devtrain_loss_ce': 5.917845354148155,
'devtrain_loss_ctc_4': 4.098153246098944,
'devtrain_loss_ctc_8': 3.8889738170479027,
'devtrain_loss_fer': 0.8666683713477208,
'train_loss_ce': 6.004781818219562,
'train_loss_ctc_4': 4.560133853477909,
'train_loss_ctc_8': 4.3666800694821815,
'train_loss_fer': 0.8709553707417026,
}),
33: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.384250000000001e-05,
':meta:epoch_num_train_steps': 495,
':meta:epoch_train_time_secs': 357,
':meta:global_train_step': 14449,
':meta:global_train_step_end': 14944,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-14-56-47 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.860553421000816,
'dev_loss_ctc_4': 4.076151247313397,
'dev_loss_ctc_8': 3.8694764207564716,
'dev_loss_fer': 0.8621270781143248,
'devtrain_loss_ce': 5.891954409836756,
'devtrain_loss_ctc_4': 3.983134253554793,
'devtrain_loss_ctc_8': 3.7598815732767807,
'devtrain_loss_fer': 0.8648017455933995,
'train_loss_ce': 5.9783618369264575,
'train_loss_ctc_4': 4.445794712413125,
'train_loss_ctc_8': 4.236910890879655,
'train_loss_fer': 0.8685628977190907,
}),
34: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.465925e-05,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 362,
':meta:global_train_step': 14944,
':meta:global_train_step_end': 15438,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-03-33 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.864935468145069,
'dev_loss_ctc_4': 3.9944429938961323,
'dev_loss_ctc_8': 3.7756594743687373,
'dev_loss_fer': 0.8649510362104305,
'devtrain_loss_ce': 5.868843092399307,
'devtrain_loss_ctc_4': 3.900359328121271,
'devtrain_loss_ctc_8': 3.6678509663610495,
'devtrain_loss_fer': 0.8617588899116975,
'train_loss_ce': 5.9658382883807395,
'train_loss_ctc_4': 4.558844727403153,
'train_loss_ctc_8': 4.353571363348767,
'train_loss_fer': 0.8694592129720167,
}),
35: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.5474350000000004e-05,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 360,
':meta:global_train_step': 15438,
':meta:global_train_step_end': 15930,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-10-24 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.817036497179363,
'dev_loss_ctc_4': 3.9109102447655717,
'dev_loss_ctc_8': 3.66893212412463,
'dev_loss_fer': 0.8606695513550444,
'devtrain_loss_ce': 5.840770441423164,
'devtrain_loss_ctc_4': 3.810914020265861,
'devtrain_loss_ctc_8': 3.5577876431199607,
'devtrain_loss_fer': 0.8601650131260441,
'train_loss_ce': 5.958533068204827,
'train_loss_ctc_4': 4.513545540232224,
'train_loss_ctc_8': 4.2927136933379755,
'train_loss_fer': 0.8674835539002325,
}),
36: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.628615e-05,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 361,
':meta:global_train_step': 15930,
':meta:global_train_step_end': 16423,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-17-13 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.7790562149496125,
'dev_loss_ctc_4': 3.8121723737711606,
'dev_loss_ctc_8': 3.5561570215829725,
'dev_loss_fer': 0.8513930008350413,
'devtrain_loss_ce': 5.817534431727258,
'devtrain_loss_ctc_4': 3.7131674504703587,
'devtrain_loss_ctc_8': 3.4436649523967815,
'devtrain_loss_fer': 0.8570454467969043,
'train_loss_ce': 5.933419964533821,
'train_loss_ctc_4': 4.423162911673163,
'train_loss_ctc_8': 4.191707041231242,
'train_loss_fer': 0.8670363912151691,
}),
37: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.70996e-05,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 361,
':meta:global_train_step': 16423,
':meta:global_train_step_end': 16916,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-24-03 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.79686906189507,
'dev_loss_ctc_4': 3.7183556053041733,
'dev_loss_ctc_8': 3.46272541446638,
'dev_loss_fer': 0.8565095270629317,
'devtrain_loss_ce': 5.802128555658369,
'devtrain_loss_ctc_4': 3.6175150351537195,
'devtrain_loss_ctc_8': 3.347454474611306,
'devtrain_loss_fer': 0.8532610548566363,
'train_loss_ce': 5.902639585442659,
'train_loss_ctc_4': 4.309993948459644,
'train_loss_ctc_8': 4.067194296590141,
'train_loss_fer': 0.8644355180557518,
}),
38: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.7913050000000005e-05,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 364,
':meta:global_train_step': 16916,
':meta:global_train_step_end': 17410,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-30-54 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.784776522645752,
'dev_loss_ctc_4': 3.6550643435554733,
'dev_loss_ctc_8': 3.382273307469587,
'dev_loss_fer': 0.8587261823426706,
'devtrain_loss_ce': 5.752816088570033,
'devtrain_loss_ctc_4': 3.553506843978134,
'devtrain_loss_ctc_8': 3.2653212454799316,
'devtrain_loss_fer': 0.8513688588865024,
'train_loss_ce': 5.877444536558414,
'train_loss_ctc_4': 4.248895257981419,
'train_loss_ctc_8': 3.996613299968251,
'train_loss_fer': 0.8615608204453219,
}),
39: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.8728149999999996e-05,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 359,
':meta:global_train_step': 17410,
':meta:global_train_step_end': 17901,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-38-04 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.752156443933615,
'dev_loss_ctc_4': 3.5574104806588287,
'dev_loss_ctc_8': 3.2776882305129336,
'dev_loss_fer': 0.8552949214301981,
'devtrain_loss_ce': 5.716037101650664,
'devtrain_loss_ctc_4': 3.449848289628907,
'devtrain_loss_ctc_8': 3.1493171607877812,
'devtrain_loss_fer': 0.8473969520302751,
'train_loss_ce': 5.849661926088699,
'train_loss_ctc_4': 4.174070162090794,
'train_loss_ctc_8': 3.91435523922456,
'train_loss_fer': 0.8572931360126235,
}),
40: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 3.95383e-05,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 363,
':meta:global_train_step': 17901,
':meta:global_train_step_end': 18394,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-03-15-45-10 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 5.707570742771673,
'dev_loss_ctc_4': 3.4733404479392034,
'dev_loss_ctc_8': 3.1889464660195097,
'dev_loss_fer': 0.8494648143930768,
'devtrain_loss_ce': 5.661042954666405,
'devtrain_loss_ctc_4': 3.3587144485769644,
'devtrain_loss_ctc_8': 3.055697671269172,
'devtrain_loss_fer': 0.8416180832566227,
'train_loss_ce': 5.818618108237601,
'train_loss_ctc_4': 4.091683689725506,
'train_loss_ctc_8': 3.8238942316339966,
'train_loss_fer': 0.8557638549004728,
}),
41: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 4.035175e-05,
